referenceid	timestamp_started	timestamp_finished	db_id	trialid	source_register	title	web_address	trns	completion_month	is_german_covidevidence	is_german_in_germany	is_german_drks	is_german_euctr	is_searched_cutoff_2	is_searched_cutoff_3	abstract	soc	flag_review	comments
672	2022-05-25 14:02:38	2022-05-25 14:03:57	tri00269	NCT04286503	ClinicalTrials.gov	The Clinical Study of Carrimycin on Treatment Patients With COVID-19	https://clinicaltrials.gov/show/NCT04286503	NCT04286503	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Chloroquine;Lopinavir;Ritonavir;Umifenovir (Arbidol)		NULL
674	2022-05-25 14:04:02	2022-05-25 14:04:32	tri03289	NCT04328285	ClinicalTrials.gov	Chemoprophylaxis of SARS-CoV-2 Infection (COVID-19) in Exposed Healthcare Workers	https://clinicaltrials.gov/show/NCT04328285	NCT04328285; EUCTR2020-001188-96	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL		both arms consist of two arms: Hydroxychloroquine vs. Placebo, Lopinavir/ritonavir vs. Placebo (two placeboarms were coded as one arm \nno comparison/no randomization between hydroxychloroquine and lopinavir/ritonavir arms
715	2022-05-25 14:05:38	2022-05-25 14:06:06	tri07193	NCT04664010	ClinicalTrials.gov	Efficacy and Safety of High-dose Vitamin C Combined With Chinese Medicine Against Coronavirus Pneumonia (COVID-19)	https://clinicaltrials.gov/show/NCT04664010	NCT04664010	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Interferon Alpha;Ribavirin;Umifenovir (Arbidol)		There was also kind of a placebo element here because there was a glucose infusion without vitamin C in some arms (collapsed arms for severe/moderate covid) but this is tough to show in our schema.
758	2022-05-25 14:06:18	2022-05-25 14:06:46	tri07965	NCT04768179	ClinicalTrials.gov	Safety & Efficacy of Low Dose Aspirin / Ivermectin Combination Therapy for Treatment of Covid-19 Patients	https://clinicaltrials.gov/show/NCT04768179	NCT04768179	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL		2 different dosing arms.
794	2022-05-25 14:06:53	2022-05-25 14:08:23	tri05726	NCT04476979	ClinicalTrials.gov	Comparison of Tocilizumab Plus Dexamethasone vs. Dexamethasone for Patients With Covid-19	https://clinicaltrials.gov/show/NCT04476979	NCT04476979; EUCTR2020-001246-18	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Dexamethasone		NULL
796	2022-05-25 14:08:27	2022-05-25 14:09:50	tri08607	ISRCTN18304314	ISRCTN	Effect of convalescent plasma therapy on intensive care unit (ICU) deaths from COVID-19 in Suriname	http://www.isrctn.com/ISRCTN18304314	ISRCTN18304314	2021-01-01	FALSE	FALSE	FALSE	FALSE		TRUE		Dexamethasone		it was dexamethason vs. convalescent plasma, dexamethason is described as standard of care; both groups received supportive therapy such as additional respiratory and circulatory support.
816	2022-05-25 14:09:57	2022-05-25 14:10:09	tri03264	NCT04432272	ClinicalTrials.gov	ANTIBODY-LEVEL BASED ANALYSIS OF COVID-19 CONVALESCENT SERUM (ABACCuS)	https://clinicaltrials.gov/show/NCT04432272	NCT04432272	2020-11-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL		Two different arms based on type of patient. Collapsed into 1 unique arm for our purposes.
832	2022-05-25 14:10:14	2022-05-25 14:10:37	tri07070	NCT04640168	ClinicalTrials.gov	Adaptive COVID-19 Treatment Trial 4 (ACTT-4)	https://clinicaltrials.gov/show/NCT04640168	NCT04640168	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Remdesivir		Each arm technically also got a placebo of the other arm (so barcitinib arm got a dex placebo and visa versa) but we don't have a way to put placebo into the experimental arm in our schema.
860	2022-05-25 14:10:45	2022-05-25 14:11:08	tri10125	NCT04701658	ClinicalTrials.gov	A Real World Study of Bamlanivimab in Participants With Mild-to-moderate Coronavirus Disease 2019 (COVID-19)	https://clinicaltrials.gov/show/NCT04701658	NCT04701658	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL		Originally had a matched control arm but registration says this is now removed.
871	2022-05-25 14:11:12	2022-05-25 14:11:34	tri00055	ChiCTR2000029742	ChiCTR	A randomized, parallel controlled trial for the efficacy and safety of Sodium Aescinate Injection in the treatment of patients with pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49297	ChiCTR2000029742	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		Simplifying to control arm, glucocorticoids (hormomonal therapy) and Sodium Aescinate arm
890	2022-05-25 14:11:39	2022-05-25 14:11:52	tri00177	ChiCTR2000029974	ChiCTR	A prospective, multicenter, open-label, randomized, parallel-controlled trial for probiotics to evaluate efficacy and safety in patients infected with 2019 novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49321	ChiCTR2000029974	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		NULL
910	2022-05-25 14:11:58	2022-07-20 19:52:34	tri00529	ChiCTR2000029573	ChiCTR	A multicenter, randomized, open, controlled clinical study to evaluate the efficacy and safety of recombinant cytokine gene-derived protein injection in combination with standard therapy in patients with novel coronavirus infection	http://www.chictr.org.cn/showprojen.aspx?proj=49065	ChiCTR2000029573	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Traditional Medicine;antivirals		NULL
917	2022-05-25 14:12:18	2022-05-25 14:12:35	tri00822	ChiCTR2000031944	ChiCTR	Efficacy of Chinese Herbal Tea in the Prevention of Novel Coronavirus Pneumonia (COVID-19): a Randomized Controlled Trial	http://www.chictr.org.cn/showprojen.aspx?proj=52414	ChiCTR2000031944	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		NULL
931	2022-05-25 14:12:40	2022-07-20 19:52:59	tri04236	EUCTR2020-002456-21	EU Clinical Trials Register	Boosting the BCG-induced immunity response by addition of bisphosphonate or MMR vaccine: a possible preventive approach against the coronavirus (BCG-PLUS)	https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002456-21	EUCTR2020-002456-21	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		BCG Vaccine		Registration isn't very clear about what the exact arms are. Says there are 5 arms but I can really only confidently id 3. Placebo, BCG+MMR and BCG+Alendronic Acid
939	2022-05-25 14:13:53	2022-07-20 19:53:21	tri00192	NCT04273581	ClinicalTrials.gov	The Efficacy and Safety of Thalidomide Combined With Low-dose Hormones in the Treatment of Severe COVID-19	https://clinicaltrials.gov/show/NCT04273581	NCT04273581	2020-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Abidol;Interferon Alpha;Methylprednisolone		NULL
943	2022-05-25 14:14:18	2022-05-25 14:14:34	tri02933	NCT04315298	ClinicalTrials.gov	Evaluation of the Efficacy and Safety of Sarilumab in Hospitalized Patients With COVID-19	https://clinicaltrials.gov/show/NCT04315298	NCT04315298	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		Different cohorts and arms but basically Sarilumab vs placebo
964	2022-05-25 14:14:39	2022-05-25 14:14:58	tri03042	NCT04345861	ClinicalTrials.gov	Hydroxychloroquine Plus Azithromycin Versus Hydroxychloroquine for COVID-19 Pneumonia (COVIDOC Trial)	https://clinicaltrials.gov/show/NCT04345861	NCT04345861	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Hydroxychloroquine		NULL
968	2022-05-25 14:15:03	2022-05-25 14:15:23	tri01291	NCT04352465	ClinicalTrials.gov	Efficacy and Safety of MTX-loaded Nanoparticles to Treat Severe COVID-19 Patients	https://clinicaltrials.gov/show/NCT04352465	NCT04352465	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		NULL
969	2022-05-25 14:15:26	2022-05-25 14:15:48	tri01897	NCT04352933	ClinicalTrials.gov	PROLIFIC ChemoprophylaxisTrial (COVID-19)	https://clinicaltrials.gov/show/NCT04352933	NCT04352933; EUCTR2020-001331-26	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		NULL
990	2022-05-25 14:15:53	2022-05-25 14:16:06	tri05383	NCT04371107	ClinicalTrials.gov	Proactive Care of Ambulatory COVID19 Patients	https://clinicaltrials.gov/show/NCT04371107	NCT04371107	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		NULL
1016	2022-05-25 14:16:12	2022-05-25 14:16:31	tri02643	NCT04416113	ClinicalTrials.gov	Photodynamic Therapy for the Treatment of COVID-19	https://clinicaltrials.gov/show/NCT04416113	NCT04416113	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		NULL
1020	2022-05-25 14:16:34	2022-05-25 14:17:06	tri03502	NCT04434248	ClinicalTrials.gov	An Adaptive Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19	https://clinicaltrials.gov/show/NCT04434248	NCT04434248	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE				No specific about what standard of care is even though they list some therapies. It many include those. Using the &quot;Pivotal&quot; stage for extraction which is the selected pilot dose of favipiravir vs SoC.
1022	2022-05-25 14:17:10	2022-05-25 14:17:29	tri03516	NCT04435353	ClinicalTrials.gov	Assessment of the Effectiveness of Vibroacoustic Therapy for Respiratory Failure Caused by COVID 19	https://clinicaltrials.gov/show/NCT04435353	NCT04435353	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		This trial did not register its arms correctly and therefore there is no good data on what the arms of the trial are. I am only recording the VibroLung arm as that's the only one I can be sure existed.
1033	2022-05-25 14:17:41	2022-05-25 14:18:23	tri05582	NCT04463420	ClinicalTrials.gov	Safety and Efficacy of PHR 160 Spray on the Outcomes of Patients With COVID-19	https://clinicaltrials.gov/show/NCT04463420	IRCT20200731048257N1; NCT04463420	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Azithromycin;Famotidine;Hydroxychloroquine;Naproxen;prednisolone		PHR spray is a traditional Iranian medicine.
1039	2022-05-25 14:18:27	2022-05-25 14:19:00	tri05750	NCT04479358	ClinicalTrials.gov	Low-dose Tocilizumab Versus Standard of Care in Hospitalized Patients With COVID-19	https://clinicaltrials.gov/show/NCT04479358	NCT04479358	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		Contains two sub-studies. Basically Toc (at 2 doses) vs SoC and High-dose Toc vs 2 Low-doses of Toc. I'm representing this as 3 unique doses of Toc overall (40, 120, 400) and a soc arm.
1048	2022-05-25 14:19:04	2022-05-25 14:19:28	tri06316	NCT04549376	ClinicalTrials.gov	Virucidal Effect of Povidone Iodine on COVID-19 In-Vivo	https://clinicaltrials.gov/show/NCT04549376	NCT04549376	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		Various concentrations (6 overall, 4 uniqu) and delivery methods of povidone iodine. For our purposes fine to collapse into 2 PI arms (for the 2 types of delivery as the main distinguishing factor) and then the placebo control.
1054	2022-05-25 14:19:34	2022-05-25 14:19:52	tri06631	NCT04597034	ClinicalTrials.gov	Efficacy and Safety of a Highly Selective Semipermeable Membrane (AN-69 Oxiris) vs (Standard AN-69) in COVID-19	https://clinicaltrials.gov/show/NCT04597034	NCT04597034	2021-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		NULL
1075	2022-05-25 14:21:01	2022-05-25 14:21:24	tri04562	CTRI/2020/05/025385	CTRI	Research study to evaluate the impact of Selected Ayurvedic interventions in containment zone	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43953	CTRI/2020/05/025385	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		The comparator is &quot;Hand sanitizer Face Mask Social Distancing&quot; which is basic control methods. Listing as &quot;no treatment&quot; as the control.
1097	2022-05-25 14:21:30	2022-05-25 14:21:52	tri02468	NCT04363827	ClinicalTrials.gov	Protect: Study With Hydroxychloroquine for Prevention and Early Phase Treatment of Coronavirus Disease (COVID-19)	https://clinicaltrials.gov/show/NCT04363827	NCT04363827; EUCTR2020-001501-24	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		Effectively 2 different dosing schedules of HCQ (for 2 different types of patient) compared to no treatment (observation).
1105	2022-05-25 14:21:56	2022-05-25 14:22:08	tri05599	NCT04465604	ClinicalTrials.gov	Hypertonic Saline for COVID-19 Symptoms	https://clinicaltrials.gov/show/NCT04465604	NCT04465604	2021-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		NULL		NULL
1107	2022-05-25 14:22:13	2022-05-25 14:22:45	tri00808	ACTRN12620000473965	ANZCTR	Reducing acute severe respiratory events in health care workers during the Covid-19 pandemic with OM85	https://anzctr.org.au/ACTRN12620000473965.aspx	ACTRN12620000473965	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		Wait list control basically means people who didn't get treatment.
1141	2022-05-25 14:22:53	2022-07-20 19:54:15	tri01289	NCT04349631	ClinicalTrials.gov	A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19	https://clinicaltrials.gov/show/NCT04349631	NCT04349631	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		NULL
1195	2022-05-25 14:23:12	2022-05-25 14:23:27	tri07276	NCT04323527	ClinicalTrials.gov	Chloroquine Diphosphate for the Treatment of Severe Acute Respiratory Syndrome Secondary to SARS-CoV2 (CloroCOVID19)	https://clinicaltrials.gov/ct2/show/NCT04323527	NCT04323527	2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE			NULL		Taking the stage 2 study (CQ vs placebo) for extraction.
1197	2022-05-25 14:23:31	2022-05-25 14:23:40	tri02914	RPCEC00000313	RPCEC	CIGB-258 at COVID-19	https://rpcec.sld.cu/en/trials/RPCEC00000313-En	RPCEC00000313	2020-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		NULL
1229	2022-05-25 14:23:49	2022-05-25 14:24:14	tri01004	NCT04350684	ClinicalTrials.gov	Umifenovir in Hospitalized COVID-19 Patients	https://clinicaltrials.gov/show/NCT04350684	NCT04350684	2020-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Hydroxychloroquine;Interferon Beta;Lopinavir;Ritonavir		NULL
1240	2022-05-25 14:24:21	2022-05-25 14:24:42	tri03419	NCT04402866	ClinicalTrials.gov	TD-0903 for ALI Associated With COVID-19	https://clinicaltrials.gov/show/NCT04402866	NCT04402866; EUCTR2020-001807-18	2021-04-01	FALSE	FALSE	FALSE	FALSE	TRUE			NULL		Extracted Part 2: Drug vs. Placebo. Part 1 about figuring out dosing w/ multiple arms.
1254	2022-05-25 14:24:49	2022-05-25 14:25:04	tri06018	NCT04512027	ClinicalTrials.gov	Prolectin-M in COVID-19 Patients Having Mild to Moderate Symptoms Not Requiring Oxygen Support.	https://clinicaltrials.gov/show/NCT04512027	NCT04512027; CTRI/2020/09/027833	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		Defaulted this to a drug as unclear if it is a drug or biologic.
1260	2022-05-25 14:25:09	2022-05-25 14:25:23	tri07212	NCT04666233	ClinicalTrials.gov	Personal Protective Equipment for the Prevention of SARS-Cov-2 During Neonatal Resuscitation	https://clinicaltrials.gov/show/NCT04666233	NCT04666233	2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE			NULL		NULL
1269	2022-05-25 14:25:29	2022-05-25 14:25:41	tri00842	EUCTR2020-001765-37	EU Clinical Trials Register	Pragmatic clinical trial of hydroxychloroquine in the treatment of oncohematological patients and health professionals with COVID-19 infection without radiological alteration.	https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001765-37	EUCTR2020-001765-37	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		Two different cohorts based on disease both all just get HCQ as only unique arm.
1283	2022-05-25 14:25:55	2022-05-25 14:26:13	tri03350	NCT04365101	ClinicalTrials.gov	Natural Killer Cell (CYNK-001) Infusions in Adults With COVID-19	https://clinicaltrials.gov/show/NCT04365101	NCT04365101	2021-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		NULL		Using Phase 2 part for extraction.
1300	2022-05-25 14:26:18	2022-05-25 14:26:37	tri01280	NCT04329923	ClinicalTrials.gov	The PATCH Trial (Prevention And Treatment of COVID-19 With Hydroxychloroquine)	https://clinicaltrials.gov/show/NCT04329923	NCT04329923	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		Three different cohorts in this study: HCQ vs placebo in two and High-dose HCQ vs low-dose HCQ in one all in different populations. Putting in as HCQ arm and placebo arm as most representative of what this study was examining and indicative of the arms.
1312	2022-05-25 14:26:41	2022-05-25 14:27:11	tri02586	NCT04372589	ClinicalTrials.gov	Antithrombotic Therapy to Ameliorate Complications of COVID-19 (ATTACC)	https://clinicaltrials.gov/show/NCT04372589	NCT04372589	2021-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL		They get either type of heparin therapeutically in the experimental group.
1340	2022-05-25 14:27:18	2022-05-25 14:27:33	tri00227	ChiCTR2000030265	ChiCTR	Study for continuous renal replacement therapy with adsorption filter in the treatment of the novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49691	ChiCTR2000030265	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL		NULL
1416	2022-05-25 14:27:48	2022-05-25 14:28:04	tri02291	NCT04400929	ClinicalTrials.gov	Using GM-CSF as a Host Directed Therapeutic Against COVID-19	https://clinicaltrials.gov/show/NCT04400929	NCT04400929	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL		Various different treatment arms for specific types of pts. who got it for different amounts of time but ultimately just Sargramostim vs placebo
1432	2022-05-25 14:28:09	2022-05-25 14:28:22	tri02581	NCT04359680	ClinicalTrials.gov	Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Pre- and Post Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses (VRI) in Healthcare Workers and Others at Increased Risk of SARS-CoV-2 Infection	https://clinicaltrials.gov/show/NCT04359680	NCT04359680	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL		Vitamin B was the placebo it looks like. Not a SoC.
1444	2022-05-25 14:28:26	2022-05-25 14:28:43	tri02970	NCT04401293	ClinicalTrials.gov	Full Dose Heparin Vs. Prophylactic Or Intermediate Dose Heparin in High Risk COVID-19 Patients	https://clinicaltrials.gov/show/NCT04401293	NCT04401293	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Low molecular weight heparin (LMWH);Unfractionated heparin		SoC is prophylactic doses of either heparin.
1450	2022-05-25 14:28:47	2022-05-25 14:28:58	tri03051	NCT04353596	ClinicalTrials.gov	Stopping ACE-inhibitors in COVID-19	https://clinicaltrials.gov/show/NCT04353596	EUCTR2020-001206-35; NCT04353596	2021-02-01	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE		NULL		While the actual intervention in this trial is stopping treatment and the control is continuing, to represent this in our schema I have put ACE & ARB treatment as the experimental arm and No treatment (the stopping) as the control arm.
1455	2022-05-25 14:29:01	2022-05-25 14:30:48	tri03102	NCT04420299	ClinicalTrials.gov	Clinical Trial on the Efficacy and Safety of Bemiparin in Patients Hospitalized Because of COVID-19	https://clinicaltrials.gov/show/NCT04420299	EUCTR2020-001548-24; NCT04420299	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Bemiparin sodium		therapeutic vs prophylactic
1465	2022-05-25 14:30:55	2022-05-25 14:31:11	tri03306	NCT04344587	ClinicalTrials.gov	Awake Prone Position for Early Hypoxemia in COVID-19	https://clinicaltrials.gov/show/NCT04344587	NCT04344587	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL		This is other because it's not prone positioning but a reminder to do prone positioning.
1468	2022-05-25 14:31:14	2022-05-25 14:31:36	tri03337	NCT04360824	ClinicalTrials.gov	Covid-19 Associated Coagulopathy	https://clinicaltrials.gov/show/NCT04360824	NCT04360824	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Enoxaparin		Intervention is therapuetic enoxoparin, SoC is prophylactic.
1471	2022-05-25 14:31:40	2022-05-25 14:31:56	tri03368	NCT04373707	ClinicalTrials.gov	Weight-Adjusted vs Fixed Low Doses of Low Molecular Weight Heparin For Venous Thromboembolism Prevention in COVID-19	https://clinicaltrials.gov/show/NCT04373707	EUCTR2020-001709-21; NCT04373707	2021-11-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Enoxaparin		low dose is comparator/SoC, weight adjusted dose is intervention.
1495	2022-05-25 14:32:03	2022-05-25 14:32:23	tri03718	NL8538	Netherlands Trial Register	Sleep position related to hospital length of stay in admitted COVID-19 patients	https://trialregister.nl/trial/8538	NL8538	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL		NULL
1584	2022-05-25 14:32:38	2022-05-25 14:32:46	tri06142	NCT04527614	ClinicalTrials.gov	Influence of Prior Infection With COVID-19 on Occurrence of Influenza-like Illness or Acute Respiratory Infection	https://clinicaltrials.gov/show/NCT04527614	NCT04527614	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL		Not an interventional trial
1600	2022-05-25 14:32:51	2022-05-25 14:33:03	tri06416	NCT04565665	ClinicalTrials.gov	Cord Blood-Derived Mesenchymal Stem Cells for the Treatment of COVID-19 Related Acute Respiratory Distress Syndrome	https://clinicaltrials.gov/show/NCT04565665	NCT04565665	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL		Disregarding pilot. Extracted the Phase 2 study.
1606	2022-05-25 14:33:06	2022-05-25 14:33:21	tri06523	NCT04581863	ClinicalTrials.gov	COVID-19 Watch + COVID-19 Pulse	https://clinicaltrials.gov/show/NCT04581863	NCT04581863	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		COVID Watch		NULL
1620	2022-05-25 14:33:26	2022-05-25 14:34:02	tri06681	NCT04604327	ClinicalTrials.gov	Comparison of Two Different Doses of Bemiparin in COVID-19	https://clinicaltrials.gov/show/NCT04604327	NCT04604327	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Bemiparin sodium		Two different doses, experimental and soc.
1654	2022-05-25 14:34:11	2022-05-25 14:34:24	tri06937	NCT04646655	ClinicalTrials.gov	Enoxaparin at Prophylactic or Therapeutic Doses in COVID-19	https://clinicaltrials.gov/show/NCT04646655	NCT04646655	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Enoxaparin		SoC is Enoxaparin at another dose
1656	2022-05-25 14:34:27	2022-08-23 15:06:20	tri06952	NCT04456595	ClinicalTrials.gov	Clinical Trial of Efficacy and Safety of Sinovac's Adsorbed COVID-19 (Inactivated) Vaccine in Healthcare Professionals	https://clinicaltrials.gov/show/NCT04456595	NCT04456595	2020-12-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL		Arms are also separated by age, not relevant for us.
1728	2022-05-25 14:34:51	2022-05-25 14:35:12	tri08019	NCT04777981	ClinicalTrials.gov	(CBDRA60) to Prevent or Reduce Symptoms of COVID-19 and Prevention of Post-Acute Sequelae of SARS-CoV-2 Infection PASC	https://clinicaltrials.gov/show/NCT04777981	NCT04777981	2021-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL		Calling this a drug but I think an argument could be made for a traditional medicine. Registry call is a dietary supplement but we don't use that definition in that context.
1738	2022-05-25 14:35:16	2022-05-25 14:35:26	tri08270	EUCTR2020-001251-41	EU Clinical Trials Register	STUDY TESTING THE VALUE OF IMATINIB IN PREVENTION OF COVID-19 IN AGED PATIENTS.	https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001251-41	NCT04357613; EUCTR2020-001251-41	2021-01-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL		NULL
1740	2022-05-25 14:35:29	2022-05-25 14:35:47	tri08314	NCT04802018	ClinicalTrials.gov	Clinical Decision Support System Based on Non-invasive Tele-monitoring of COVID-19 Patients	https://clinicaltrials.gov/show/NCT04802018	NCT04802018	2021-11-01	FALSE	FALSE	FALSE	FALSE		TRUE		Telemedicine		NULL
1749	2022-05-25 14:35:52	2022-05-25 14:36:06	tri08446	NCT04329195	ClinicalTrials.gov	ACE Inhibitors or ARBs Discontinuation in Context of COVID-19 Pandemic	https://clinicaltrials.gov/show/NCT04329195	EUCTR2020-001381-11; NCT04329195	2020-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL		This is another trial of stopping therapy. Experimental will be ACE/ARBs, control will be no treatment to represent this design.
1769	2022-05-25 14:36:11	2022-05-25 14:37:49	tri08853	NCT04817319	ClinicalTrials.gov	Risk of Contamination by COVID-19 During Oral Care With Aerosolization	https://clinicaltrials.gov/show/NCT04817319	NCT04817319	2021-10-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL		I think this study should maybe be excluded.
